,GDP_based,BEA_average,Optimal,BLS_official,Diff_Optimal_GDP,Diff_Optimal_BLS
2008-04-01,6.6211217527890955,5.078596159628347,4.998903509328793,4.664163835672318,-1.6222182434603027,0.3347396736564745
2008-07-01,5.31902165653118,6.135295415602005,6.177507436051009,0.9697963194303507,0.8584857795198291,5.207711116620658
2008-10-01,2.466789911674869,2.2983728367808007,2.289670889248712,-2.146675374004934,-0.17711902242615674,4.436346263253646
2009-01-01,6.019746672148191,4.983236586196392,4.929596193223563,4.53393390540845,-1.0901504789246284,0.3956622878151128
2009-04-01,8.543739520909023,9.588806748506467,9.642889373641934,9.079318872763018,1.0991498527329107,0.5635705008789156
2009-07-01,6.91134949870529,7.0304549490439125,7.036609273038404,6.31865386789395,0.12525977433311386,0.7179554051444539
2009-10-01,5.582078571654636,6.507378328285935,6.555124112225917,5.384043357598283,0.973045540571281,1.171080754627634
2010-01-01,1.3838563830199293,1.5094850409814504,1.515958572348196,0.4311932408569459,0.13210218932826678,1.0847653314912502
2010-04-01,2.7717381448433245,2.761858705179402,2.761349704018066,1.3248218970204322,-0.01038844082525836,1.436527806997634
2010-07-01,2.419587959007411,3.879097936012061,3.9541506398632813,2.5773995214509893,1.53456268085587,1.376751118412292
2010-10-01,2.492069355404464,1.9655391970340097,1.9384965145426127,1.2656502812578236,-0.5535728408618512,0.6728462332847891
2011-01-01,0.40161444894326725,1.0976124799260145,1.133351104342118,-2.95943768030548,0.7317366553988508,4.092788784647598
2011-04-01,1.3332763906157388,1.4353538992062658,1.4405899558495119,0.24604421087146214,0.10731356523377311,1.1945457449780497
2011-07-01,1.2741437115373466,1.7461585659957868,1.770352268255362,-0.7385871317652672,0.49620855671801545,2.5089394000206293
2011-10-01,1.1973220418086328,0.7970418791945415,0.7765269611483562,1.9200342036298321,-0.4207950806602766,-1.1435072424814758
2012-01-01,2.7157470629511833,5.000275747693897,5.117071685624987,2.011845423771231,2.401324622673804,3.105226261853756
2012-04-01,2.9105837998466906,2.4782092421113933,2.456157963469375,2.0771202044094474,-0.4544258363773155,0.37903775905992765
2012-07-01,0.4682590360919438,-1.5359344268357646,-1.638476971987184,-1.177809017053965,-2.1067360080791278,-0.4606679549332189
2012-10-01,0.15495471429331023,2.7820889859133504,2.9163938152487066,-1.5098087033558787,2.7614391009553962,4.426202518604585
2013-01-01,2.857402780172804,0.8702433216710918,0.7687408739794498,1.9545142366591919,-2.0886619061933542,-1.185773362679742
2013-04-01,0.3002464043091518,0.9739202454258133,1.008390344039372,-0.9949783936602563,0.7081439397302203,2.0033687376996285
2013-07-01,3.7423301641235613,2.2284071252938813,2.150858093847716,2.835658508870162,-1.5914720702758451,-0.6848004150224458
2013-10-01,4.453612599672549,3.8666081484921193,3.8364563828700446,3.8380755322404854,-0.617156216802504,-0.00161914937044072
2014-01-01,-1.401516528079288,0.608563179796949,0.7116190965054119,-3.3375384323997044,2.1131356245847,4.049157528905116
2014-04-01,3.1788151103321693,3.36609825936051,3.3756724899118704,2.5844607298701465,0.19685737957970106,0.7912117600417239
2014-07-01,3.2876756563960456,3.156253004584305,3.1495349500215952,3.4105936450748255,-0.13814070637445042,-0.2610586950532303
2014-10-01,-1.6042753231335016,-0.8950356588311802,-0.8588082999795332,-1.3615739104662667,0.7454670231539684,0.5027656104867335
2015-01-01,1.3563543870787114,0.899955201821419,0.876650464595922,2.3090577289374328,-0.47970392248278937,-1.4324072643415109
2015-04-01,3.66139082262023,3.11702955568407,3.0891967096032964,1.961649670574199,-0.5721941130169337,1.1275470390290974
2015-07-01,2.154297140896305,1.690038206881804,1.6662694634311712,1.1195423294396927,-0.48802767746513376,0.5467271339914785
2015-10-01,-2.1707604979927284,-2.140582143276419,-2.1390362154997433,-2.4671424279753285,0.03172428249298509,0.32810621247558514
2016-01-01,0.9520111440071477,0.9927744002424308,0.9948623595280376,1.70619467639734,0.042851215520889885,-0.7113323168693023
2016-04-01,2.9681603686791895,1.3850761804776721,1.303823498780165,0.2524532841647649,-1.6643368698990246,1.0513702146154
2016-07-01,1.900481754229782,1.7977297238379142,1.7924442249147836,1.3653693350567537,-0.10803752931499844,0.4270748898580299
2016-10-01,3.7876354161893353,3.6614962557036432,3.655005785451949,2.7007187913972768,-0.13262963073738643,0.9542869940546721
2017-01-01,2.578544945662903,3.23021690182426,3.2637254293138156,0.648203742199514,0.6851804836509126,2.6155216871143017
2017-04-01,0.7517352628902433,0.8620381905499259,0.8677042142396825,0.21315423520032495,0.11596895134943919,0.6545499790393575
2017-07-01,4.283296537492352,3.6950663547017806,3.664831249911172,3.239597443589532,-0.6184652875811798,0.4252338063216401
2017-10-01,4.434014160056725,4.31094218973475,4.304610359188228,2.9286111202218397,-0.1294038008684968,1.3759992389663882
2018-01-01,3.451182086762425,3.2813666540102884,3.2726265929003677,1.296507879477362,-0.17855549386205727,1.9761187134230058
2018-04-01,2.9806045450523753,3.1211206459187446,3.128353007430218,0.05129950532606099,0.14774846237784267,3.0770535021041567
2018-07-01,2.4657699937523767,3.1785364487819434,3.2151814131736205,1.1662734818617644,0.7494114194212438,2.048907931311856
2018-10-01,1.0225784281126047,1.5634687970152161,1.5912314356831074,-0.7166978693613617,0.5686530075705027,2.3079293050444694
2019-01-01,3.566668207423894,4.3333256817109085,4.372608865295,3.355806698243085,0.8059406578711057,1.0168021670519147
2019-04-01,4.1348810167564105,2.9250151595698926,2.862986046120616,2.450923595620976,-1.2718949706357945,0.41206245049963997
2019-07-01,4.782043312550912,3.5775217269671202,3.5155703536976732,4.473291171165245,-1.2664729588532389,-0.957720817467572
2019-10-01,4.879478326107511,5.074121216736643,5.0841454498451135,3.724158240397029,0.2046671237376021,1.3599872094480845
2020-01-01,2.590216396810142,3.8864778700766585,3.9531055106283466,-1.6131130017776476,1.3628891138182047,5.566218512405994
2020-04-01,24.43278334195331,22.67580873250808,22.58544577087085,19.00642900167979,-1.847337571082459,3.5790167691910604
2020-07-01,1.873139714266949,-0.3301459791372661,-0.4440546479096622,6.2152968999420475,-2.317194362176611,-6.65935154785171
2020-10-01,-1.6348354040743134,3.3378877120010286,3.594042112967383,-3.2203334820336957,5.228877517041696,6.814375595001079
2021-01-01,6.562778026790188,5.4022777361326675,5.342797339246026,2.9547554362989685,-1.2199806875441617,2.3880419029470574
2021-04-01,5.689807611977545,5.099535047176809,5.069211480625167,0.6349406973238843,-0.6205961313523778,4.434270783301283
2021-07-01,3.7401780701666674,4.279263105323979,4.306958921381901,-2.1492288624312685,0.5667808512152339,6.45618778381317
2021-10-01,7.752770124671578,7.681817161529487,7.678174152869877,2.339156433717291,-0.07459597180170086,5.3390177191525865
2022-01-01,4.013102424131311,5.096087384027942,5.1516182767472465,-5.214407851964243,1.1385158526159351,10.36602612871149
2022-04-01,6.564884494710787,6.117080065865381,6.094137710935756,-3.0642835557493826,-0.47074678377503076,9.158421266685139
2022-07-01,4.70165070582452,5.018071299219995,5.0342852673777765,0.2998117176611492,0.3326345615532569,4.734473549716627
2022-10-01,5.58735954627363,3.0465088866600234,2.9159296608913636,2.074233988917749,-2.6714298853822664,0.8416956719736146
2023-01-01,4.863005798395894,4.96562952248849,4.970920472320915,1.0784271309673716,0.10791467392502163,3.8924933413535436
2023-04-01,5.551346369604627,5.095961014194236,5.072471916313342,3.864903833031033,-0.47887445329128475,1.2075680832823088
2023-07-01,7.5911650952564695,6.49898686928233,6.442536807444749,5.0745164966825955,-1.1486282878117207,1.3680203107621534
2023-10-01,5.052925041042937,6.16972105185916,6.227441635544546,3.7236822502964695,1.1745165945016085,2.503759385248076
2024-01-01,4.288326733293644,4.782815224689602,4.808318328635022,0.5231214237918229,0.5199915953413781,4.2851969048431995
2024-04-01,5.133996886289751,4.84079971556066,4.825682155688538,2.967753857898611,-0.3083147306012126,1.8579282977899272
2024-07-01,4.252299963202765,3.537393814084936,3.5004836042656597,3.0703331649984866,-0.7518163589371056,0.4301504392671731
2024-10-01,3.398099904597184,4.2977501631805755,4.344187334864886,0.8734193249053177,0.9460874302677018,3.470768009959568
2025-01-01,1.6907423466860465,2.4965256146450203,2.5380245270846014,-2.105659270698757,0.8472821803985549,4.643683797783359
2025-04-01,4.843143548405368,4.236165899262091,4.204913911188989,4.035595458383303,-0.6382296372163792,0.16931845280568592
2025-07-01,7.503336049490721,6.564875487826513,6.516457888301972,4.8031415104566735,-0.9868781611887485,1.7133163778452989
